Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
ARTNEWS	0004-3273	2327-1221	ART - AHCI	N/A	N/A	0.00
TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY	0009-1774	1558-9587	PHILOSOPHY - AHCI	N/A	N/A	0.55
IBEROROMANIA	0019-0993	1865-9039	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.44
ENGLISH LITERATURE IN TRANSITION 1880-1920	0013-8339	1559-2715	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	0.55
TEXT & KRITIK	0040-5329	0040-5329	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.20
Constructivist Foundations	1782-348X	N/A	PHILOSOPHY - AHCI	N/A	N/A	1.94
LINGUISTIC INQUIRY	0024-3892	1530-9150	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.40
Historische Zeitschrift	0018-2613	2196-680X	HISTORY - AHCI	N/A	N/A	0.81
DIX-SEPTIEME SIECLE	0012-4273	1969-6965	HISTORY - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.04
JOURNAL OF RELIGION	0022-4189	1549-6538	RELIGION - AHCI	N/A	N/A	0.92
STUDIA MONASTICA	0039-3258	N/A	RELIGION - AHCI	N/A	N/A	0.16
JOURNAL OF COMMONWEALTH LITERATURE	0021-9894	1741-6442	LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - AHCI	N/A	N/A	1.37
ARCHITECTURAL REVIEW	0003-861X	N/A	ARCHITECTURE - AHCI	N/A	N/A	0.05
SINN UND FORM	0037-5756	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.08
COGNITIVE LINGUISTICS	0936-5907	1613-3641	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.20
Journal of the International Phonetic Association	0025-1003	1475-3502	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.21
AMERICAS	0003-1615	1533-6247	HISTORY - AHCI	N/A	N/A	1.57
ESTUDOS IBERO-AMERICANOS	0101-4064	1980-864X	HISTORY - AHCI	N/A	N/A	0.25
EXTRAPOLATION	0014-5483	2047-7708	LITERATURE - AHCI	N/A	N/A	1.59
CRITICAL QUARTERLY	0011-1562	1467-8705	LITERARY REVIEWS - AHCI	N/A	N/A	1.47
International Journal of Humanities and Arts Computing-A Journal of Digital Humanities	1753-8548	1755-1706	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.76
MUTTERSPRACHE	0027-514X	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.13
Language Policy	1568-4555	1573-1863	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.86
REVISTA DE ESTUDIOS HISPANICOS	0034-818X	0034-818X	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.32
ZEITSCHRIFT FUR DIE ALTTESTAMENTLICHE WISSENSCHAFT	0044-2526	1613-0103	RELIGION - AHCI	N/A	N/A	0.55
Journal of the Economic and Social History of the Orient	0022-4995	1568-5209	HISTORY - AHCI	N/A	N/A	1.76
STUDIA NEOPHILOLOGICA	0039-3274	1651-2308	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.70
Organised Sound	1355-7718	1469-8153	MUSIC - AHCI	N/A	N/A	1.06
CIVIL WAR HISTORY	0009-8078	1533-6271	HISTORY - AHCI	N/A	N/A	0.69
European Journal for Philosophy of Science	1879-4912	1879-4920	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	1.26
International Journal of Arts Management	1480-8986	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.16
HUDEBNI VEDA	0018-7003	N/A	MUSIC - AHCI	N/A	N/A	0.47
PAPERS ON LANGUAGE AND LITERATURE	0031-1294	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERARY THEORY & CRITICISM - AHCI$LITERATURE - AHCI	N/A	N/A	0.21
Mediterranea-Ricerche Storiche	1828-230X	N/A	HISTORY - AHCI	N/A	N/A	0.12
LATIN AMERICAN ANTIQUITY	1045-6635	2325-5080	ARCHAEOLOGY - AHCI	N/A	N/A	0.76
Slavery & Abolition	0144-039X	1743-9523	HISTORY - AHCI	N/A	N/A	1.43
ARCHAEOLOGY IN OCEANIA	0728-4896	1834-4453	ARCHAEOLOGY - AHCI	N/A	N/A	0.81
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review	0040-7585	N/A	HISTORY - AHCI	N/A	N/A	0.15
RADICAL HISTORY REVIEW	0163-6545	N/A	HISTORY - AHCI	N/A	N/A	1.49
ENGLISH STUDIES IN AFRICA	0013-8398	1943-8117	LITERATURE - AHCI	N/A	N/A	0.79
HISTORICKY CASOPIS	0018-2575	0018-2575	HISTORY - AHCI	N/A	N/A	0.26
Journal of English for Academic Purposes	1475-1585	1878-1497	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	2.26
Shofar-An Interdisciplinary Journal of Jewish Studies	0882-8539	1534-5165	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.69
BIBLIOTHEQUE D HUMANISME ET RENAISSANCE	0006-1999	N/A	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.41
Archives and Records-The Journal of the Archives and Records Association	2325-7962	2325-7989	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	5.70
Turkic Languages	1431-4983	1431-4983	ASIAN STUDIES - AHCI$LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.41
CLASSICAL ANTIQUITY	0278-6656	N/A	CLASSICS - AHCI	N/A	N/A	2.77
Opuscula-Annual of the Swedish Institutes at Athens and Rome	2000-0898	N/A	ARCHAEOLOGY - AHCI	N/A	N/A	1.02
Agora-Estudos Classicos em Debate	0874-5498	N/A	CLASSICS - AHCI	N/A	N/A	0.40
STYLE	0039-4238	2374-6629	LANGUAGE & LINGUISTICS - AHCI$LITERARY THEORY & CRITICISM - AHCI$LITERATURE - AHCI	N/A	N/A	2.14
Journal of Modern Craft	1749-6772	1749-6780	ART - AHCI	N/A	N/A	0.47
DIPLOMATIC HISTORY	0145-2096	1467-7709	HISTORY - AHCI	N/A	N/A	1.97
Acta Classica	0065-1141	2227-538X	CLASSICS - AHCI	N/A	N/A	0.40
Arabic Sciences and Philosophy	0957-4239	1474-0524	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.54
Revue de Synthese	0035-1776	1955-2343	HISTORY - AHCI$LITERARY THEORY & CRITICISM - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.22
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC	0351-5796	N/A	MUSIC - AHCI	N/A	N/A	0.21
Revista de Letras	0101-3505	1981-7886	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	0.19
Journal of Medieval Iberian Studies	1754-6559	1754-6567	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	2.60
Historia y Comunicacion Social	1137-0734	1988-3056	FILM, RADIO, TELEVISION - AHCI$HISTORY - AHCI	N/A	N/A	1.34
Bulletin of the John Rylands Library	2054-9318	2054-9326	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.23
Journal of Australian Studies	1444-3058	1835-6419	CULTURAL STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	1.49
Music Education Research	1461-3808	1469-9893	MUSIC - AHCI	N/A	N/A	1.57
OPERA NEWS	0030-3607	1938-1506	MUSIC - AHCI	N/A	N/A	0.02
Photography and Culture	1751-4517	1751-4525	ART - AHCI	N/A	N/A	0.27
SOUTH AFRICAN HISTORICAL JOURNAL	0258-2473	1726-1686	HISTORY - AHCI	N/A	N/A	1.06
Text & Talk	1860-7330	1860-7349	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.53
Convivium	0010-8235	2255-2855	PHILOSOPHY - AHCI	N/A	N/A	0.00
Organon F	1335-0668	2585-7150	PHILOSOPHY - AHCI	N/A	N/A	0.28
DEGRES-REVUE DE SYNTHESE A ORIENTATION SEMIOLOGIQUE	0376-8163	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.00
JOURNAL OF RESEARCH IN MUSIC EDUCATION	0022-4294	1945-0095	MUSIC - AHCI	N/A	N/A	2.17
HEYTHROP JOURNAL	0018-1196	1468-2265	PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.41
Scottish Literary Review	1756-5634	2050-6678	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	0.62
Music Theory Online	1067-3040	1067-3040	MUSIC - AHCI	N/A	N/A	1.71
Nova Religio-Journal of Alternative and Emergent Religions	1092-6690	1541-8480	RELIGION - AHCI	N/A	N/A	0.98
Augustinian Studies	0094-5323	2153-7917	HISTORY - AHCI$PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.77
RESEARCH IN PHENOMENOLOGY	0085-5553	1569-1640	PHILOSOPHY - AHCI	N/A	N/A	0.37
AMERICAN IMAGO	0065-860X	1085-7931	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.67
ASIAN PHILOSOPHY	0955-2367	1469-2961	ASIAN STUDIES - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.58
Perinola-Revista de Investigacion Quevediana	1138-6363	1138-6363	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.73
JOURNAL OF AMERICAN STUDIES	0021-8758	1469-5154	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.84
ARCHAEOMETRY	0003-813X	1475-4754	ARCHAEOLOGY - AHCI	N/A	N/A	0.73
Language and Literature	0963-9470	1461-7293	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.54
SOUTH AFRICAN JOURNAL OF PHILOSOPHY	0258-0136	2073-4867	PHILOSOPHY - AHCI	N/A	N/A	0.58
Construction History-International Journal of the Construction History Society	0267-7768	N/A	ARCHITECTURE - AHCI$HISTORY - AHCI	N/A	N/A	0.31
Revue d Histoire des Mathematiques	1262-022X	1262-022X	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.24
Studies in History and Philosophy of Science Part C-Studies in History and Philosophy of Biological and Biomedical Sciences	1369-8486	1879-2499	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.66
SHAKESPEARE QUARTERLY	0037-3222	1538-3555	LITERATURE, BRITISH ISLES - AHCI$THEATER - AHCI	N/A	N/A	0.75
Language Variation and Change	0954-3945	1469-8021	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.13
LANGUAGE	0097-8507	1535-0665	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	2.16
LABOR HISTORY	0023-656X	1469-9702	HISTORY - AHCI	N/A	N/A	0.80
Historia Ciencias Saude-Manguinhos	0104-5970	1678-4758	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.24
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE	0007-0882	1464-3537	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	2.76
Journal of Literary Studies	0256-4718	1753-5387	LITERARY THEORY & CRITICISM - AHCI$LITERATURE - AHCI	N/A	N/A	1.01
Logos-Vilnius	0868-7692	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.37
QUEENS QUARTERLY	0033-6041	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.12
Modernist Cultures	2041-1022	1753-8629	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.38
MESTER	0160-2764	0160-2764	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.00
Central Europe	1479-0963	1745-8218	HISTORY - AHCI	N/A	N/A	0.27
BULLETIN OF THE HISTORY OF MEDICINE	0007-5140	1086-3176	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.44
STRAD	0039-2049	0039-2049	MUSIC - AHCI	N/A	N/A	0.01
JOURNAL OF THE HISTORY OF BIOLOGY	0022-5010	1573-0387	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.52
Modern & Contemporary France	0963-9489	1469-9869	HISTORY - AHCI	N/A	N/A	0.74
Adaptation-The Journal of Literature on Screen Studies	1755-0637	1755-0645	FILM, RADIO, TELEVISION - AHCI$LITERATURE - AHCI	N/A	N/A	1.35
BIBLISCHE ZEITSCHRIFT	0006-2014	0006-2014	RELIGION - AHCI	N/A	N/A	0.16
EXPOSITORY TIMES	0014-5246	1745-5308	RELIGION - AHCI	N/A	N/A	0.23
TEMENOS	0497-1817	N/A	RELIGION - AHCI	N/A	N/A	1.37
Language Teaching	0261-4448	1475-3049	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	3.37
ARCHIVES OF AMERICAN ART JOURNAL	0003-9853	2327-0667	ART - AHCI	N/A	N/A	0.11
Tanz	1869-7720	1869-7720	DANCE - AHCI	N/A	N/A	0.23
Ethnomusicology Forum	1741-1912	1741-1920	MUSIC - AHCI	N/A	N/A	1.49
RUSSIAN LINGUISTICS	0304-3487	1572-8714	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.38
SOCIAL SCIENCE HISTORY	0145-5532	1527-8034	HISTORY - AHCI	N/A	N/A	1.72
Museum Management and Curatorship	0964-7775	1872-9185	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	4.45
History & Memory	0935-560X	1527-1994	HISTORY - AHCI	N/A	N/A	1.52
Language Testing	0265-5322	1477-0946	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	2.56
Tydskrif vir letterkunde	0041-476X	N/A	LITERATURE - AHCI	N/A	N/A	0.74
Ratio	0034-0006	1467-9329	PHILOSOPHY - AHCI	N/A	N/A	0.94
Revue Roumaine de Linguistique-Romanian Review of Linguistics	0035-3957	0035-3957	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.19
MUSIKTHEORIE	0177-4182	N/A	MUSIC - AHCI	N/A	N/A	0.06
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE	0042-5702	2196-7121	HISTORY - AHCI	N/A	N/A	1.09
Design and Culture	1754-7075	1754-7083	ART - AHCI	N/A	N/A	2.54
ESTRENO-CUADERNOS DEL TEATRO ESPANOL CONTEMPORANEO	0097-8663	N/A	THEATER - AHCI	N/A	N/A	0.15
Journal of Language and Politics	1569-2159	1569-9862	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.79
NEW GERMAN CRITIQUE	0094-033X	1558-1462	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	2.40
JAHRBUCHER FUR GESCHICHTE OSTEUROPAS	0021-4019	N/A	HISTORY - AHCI	N/A	N/A	0.92
ROMANTISME	0048-8593	1957-7958	LITERATURE - AHCI	N/A	N/A	0.28
STUDIES IN EAST EUROPEAN THOUGHT	0925-9392	1573-0948	PHILOSOPHY - AHCI	N/A	N/A	0.26
MFS-Modern Fiction Studies	0026-7724	1080-658X	LITERATURE - AHCI	N/A	N/A	1.43
Early Popular Visual Culture	1746-0654	1746-0662	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.67
Language Acquisition	1048-9223	1532-7817	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.47
Journal of Victorian Culture	1355-5502	1750-0133	HISTORY - AHCI	N/A	N/A	0.97
International Journal of Intangible Heritage	1975-3586	1975-4019	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.36
ASIAN MUSIC	0044-9202	1553-5630	ASIAN STUDIES - AHCI$MUSIC - AHCI	N/A	N/A	0.77
ARCHIV FUR MUSIKWISSENSCHAFT	0003-9292	N/A	MUSIC - AHCI	N/A	N/A	0.09
Early Modern Women-An Interdisciplinary Journal	1933-0065	1933-0065	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.83
GOETHE JAHRBUCH	0323-4207	N/A	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.24
JOURNAL OF AESTHETIC EDUCATION	0021-8510	1543-7809	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.68
SOCIAL COMPASS	0037-7686	1461-7404	RELIGION - AHCI	N/A	N/A	1.42
RIDE-The Journal of Applied Theatre and Performance	1356-9783	1470-112X	THEATER - AHCI	N/A	N/A	1.58
ARTS OF ASIA	0004-4083	N/A	ART - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.07
JOURNAL OF MODERN LITERATURE	0022-281X	1529-1464	LITERATURE - AHCI	N/A	N/A	0.77
Taida Journal of Art History	1023-2095	N/A	ART - AHCI	N/A	N/A	0.42
Journal of Interior Design	1071-7641	1939-1668	ARCHITECTURE - AHCI	N/A	N/A	1.70
PROBUS	0921-4771	1613-4079	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.75
HOLOCAUST AND GENOCIDE STUDIES	8756-6583	1476-7937	HISTORY - AHCI	N/A	N/A	0.79
REVUE DE METAPHYSIQUE ET DE MORALE	0035-1571	2102-5177	PHILOSOPHY - AHCI	N/A	N/A	0.06
AGRICULTURAL HISTORY	0002-1482	1533-8290	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$HISTORY - AHCI	N/A	N/A	0.77
LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE	1619-0548	1619-0548	FOLKLORE - AHCI$MUSIC - AHCI	N/A	N/A	0.00
Archaeological Reports-London	0570-6084	2041-4102	ARCHAEOLOGY - AHCI	N/A	N/A	0.42
Language & History	1759-7536	1759-7544	HISTORY - AHCI$LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.42
AMERICAN JOURNAL OF PHILOLOGY	0002-9475	1086-3168	CLASSICS - AHCI	N/A	N/A	1.62
HISTORY AND PHILOSOPHY OF LOGIC	0144-5340	1464-5149	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.55
Arthuriana	1078-6279	1934-1539	LITERATURE, BRITISH ISLES - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.43
Gladius	0436-029X	1988-4168	HISTORY - AHCI	N/A	N/A	0.43
LITTERATURES	0563-9751	N/A	LITERATURE - AHCI	N/A	N/A	0.06
JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY	1072-5369	1573-7764	ARCHAEOLOGY - AHCI	N/A	N/A	2.16
Tel Aviv-Journal of the Institute of Archaeology of Tel Aviv University	0334-4355	2040-4786	ARCHAEOLOGY - AHCI	N/A	N/A	1.01
GREAT PLAINS QUARTERLY	0275-7664	2333-5092	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.79
Journal of Applied Philosophy	0264-3758	1468-5930	PHILOSOPHY - AHCI	N/A	N/A	1.20
COMPARATIVE LITERATURE STUDIES	0010-4132	1528-4212	LITERATURE - AHCI	N/A	N/A	0.84
Luso-Brazilian Review	0024-7413	1548-9957	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.36
MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ	0342-1201	N/A	ART - AHCI	N/A	N/A	0.52
SUB-STANCE	0049-2426	1527-2095	LITERATURE - AHCI	N/A	N/A	1.20
AKZENTE-ZEITSCHRIFT FUR LITERATUR	0002-3957	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.00
OXFORD ART JOURNAL	0142-6540	1741-7287	ART - AHCI	N/A	N/A	0.60
ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR	0044-2518	0044-2518	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.88
Transactions of the Association for Computational Linguistics	N/A	2307-387X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	5.84
BIOLOGY & PHILOSOPHY	0169-3867	1572-8404	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	1.37
MODERNA SPRAK	2000-3560	2000-3560	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.42
PHILOLOGICAL QUARTERLY	0031-7977	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.77
Sculpture Journal	1366-2724	1756-9923	ART - AHCI	N/A	N/A	0.13
TWENTIETH CENTURY LITERATURE	0041-462X	2325-8101	LITERATURE - AHCI	N/A	N/A	0.33
NOUS	0029-4624	1468-0068	PHILOSOPHY - AHCI	N/A	N/A	5.22
Annual Review of Linguistics	2333-9691	2333-9691	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.66
RICERCHE DI STORIA DELL ARTE	0392-7202	N/A	ART - AHCI	N/A	N/A	0.08
RIVISTA ITALIANA DI MUSICOLOGIA	0035-6867	2036-5586	MUSIC - AHCI	N/A	N/A	0.11
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK	0044-1449	2366-2395	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.24
ARCHITECTURAL RECORD	0003-858X	N/A	ARCHITECTURE - AHCI	N/A	N/A	0.01
MEDIEVAL HISTORY JOURNAL	0971-9458	0973-0753	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.72
Journal of Cold War Studies	1520-3972	1531-3298	HISTORY - AHCI	N/A	N/A	0.74
Humanities & Social Sciences Communications	N/A	2662-9992	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	3.99
PHILOSOPHY	0031-8191	1469-817X	PHILOSOPHY - AHCI	N/A	N/A	0.91
Journal of African Languages and Linguistics	0167-6164	1613-3811	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.26
Studia Musicologica	1788-6244	1789-2422	MUSIC - AHCI	N/A	N/A	0.04
GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART	0016-920X	2169-3099	ART - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.20
Journal of Medical Biography	0967-7720	1758-1087	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.25
Design Journal	1460-6925	1756-3062	ART - AHCI	N/A	N/A	1.50
Cliometrica	1863-2505	1863-2513	HISTORY - AHCI	N/A	N/A	2.48
Logos & Pneuma-Chinese Journal of Theology	1023-2583	N/A	RELIGION - AHCI	N/A	N/A	0.29
Interdisciplinary Studies of Literature	2520-4920	2616-4566	LITERATURE - AHCI	N/A	N/A	0.20
European Journal of Scandinavian Studies	2191-9399	2191-9402	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.36
JOURNAL OF RELIGION IN AFRICA	0022-4200	1570-0666	RELIGION - AHCI	N/A	N/A	0.32
MUSICAE SCIENTIAE	1029-8649	2045-4147	MUSIC - AHCI	N/A	N/A	2.37
HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE	0018-0777	2365-3116	CLASSICS - AHCI	N/A	N/A	0.71
Acta Borealia	0800-3831	1503-111X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.24
ETUDES FRANCAISES	0014-2085	1492-1405	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.49
Du	0012-6837	0012-6837	ART - AHCI	N/A	N/A	0.05
Sintagma	0214-9141	2013-6455	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.13
CINEASTE	0009-7004	0009-7004	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.04
ENGLISH	0013-8215	1756-1124	LITERATURE - AHCI	N/A	N/A	0.48
Empirical Studies of the Arts	0276-2374	1541-4493	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.63
TEXTILE HISTORY	0040-4969	1743-2952	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.89
POSTMODERN CULTURE	1053-1920	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.34
Tuna-Ajalookultuuri Ajakiri	1406-4030	N/A	HISTORY - AHCI	N/A	N/A	0.10
SPRACHWISSENSCHAFT	0344-8169	2567-6563	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.18
Archaeological and Anthropological Sciences	1866-9557	1866-9565	ARCHAEOLOGY - AHCI	N/A	N/A	1.30
ASIAN THEATRE JOURNAL	0742-5457	1527-2109	ASIAN STUDIES - AHCI$THEATER - AHCI	N/A	N/A	0.86
BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA	1012-4195	N/A	ASIAN STUDIES - AHCI$HISTORY - AHCI$LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.09
COLLOQUIA GERMANICA	0010-1338	0010-1338	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.58
NEW YORK HISTORY	0146-437X	2328-8132	HISTORY - AHCI	N/A	N/A	0.14
HISTORY	0018-2648	1468-229X	HISTORY - AHCI	N/A	N/A	1.14
TRANSACTIONS OF THE ANCIENT MONUMENTS SOCIETY	0951-001X	N/A	ARCHAEOLOGY - AHCI$ARCHITECTURE - AHCI	N/A	N/A	0.24
STUDIES IN THE NOVEL	0039-3827	1934-1512	LITERATURE - AHCI	N/A	N/A	1.49
Slovo	0954-6839	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.00
Studia Phaenomenologica	1582-5647	2069-0061	PHILOSOPHY - AHCI	N/A	N/A	0.32
Cambridge Journal of Postcolonial Literary Inquiry	2052-2614	2052-2622	LITERARY THEORY & CRITICISM - AHCI$LITERATURE - AHCI	N/A	N/A	2.27
Positions-Asia Critique	1067-9847	1527-8271	ASIAN STUDIES - AHCI	N/A	N/A	1.11
Foundations of Science	1233-1821	1572-8471	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.72
Diachronica	0176-4225	1569-9714	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.60
BIBLIOTHEQUE DE L ECOLE DES CHARTES	0373-6237	1953-8138	HISTORY - AHCI	N/A	N/A	0.00
KOREA JOURNAL	0023-3900	0023-3900	ASIAN STUDIES - AHCI	N/A	N/A	0.75
Journal of Mathematics and Music	1745-9737	1745-9745	MUSIC - AHCI	N/A	N/A	0.95
GERMANISCH-ROMANISCHE MONATSSCHRIFT	0016-8904	0016-8904	LITERATURE - AHCI	N/A	N/A	0.22
Nan Nu-Men Women and Gender in China	1387-6805	1568-5268	ASIAN STUDIES - AHCI	N/A	N/A	1.28
META	0026-0452	0026-0452	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.28
Caravelle	1147-6753	2272-9828	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.10
FORUM FOR MODERN LANGUAGE STUDIES	0015-8518	1471-6860	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.41
JOURNAL OF PRE-RAPHAELITE STUDIES-NEW SERIES	1060-149X	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.22
DEUTSCHE SPRACHE	0340-9341	1866-5233	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.14
Culture & History Digital Journal	2253-797X	2253-797X	HISTORY - AHCI	N/A	N/A	0.78
WOMENS HISTORY REVIEW	0961-2025	1747-583X	HISTORY - AHCI	N/A	N/A	1.52
JOURNAL OF SEMITIC STUDIES	0022-4480	1477-8556	ASIAN STUDIES - AHCI	N/A	N/A	0.57
