Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
KOREAN JOURNAL OF DEFENSE ANALYSIS	1016-3271	1941-4641	INTERNATIONAL RELATIONS - SSCI	0.306	Q4	0.13
Current Issues in Tourism	1368-3500	1747-7603	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	7.578	Q2	1.76
Journal of Econometrics	0304-4076	1872-6895	ECONOMICS - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	3.363	Q1	1.02
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY	0020-7640	1741-2854	PSYCHIATRY - SSCI	10.468	Q1	1.27
Language Acquisition	1048-9223	1532-7817	LINGUISTICS - SSCI	1.600	Q2	1.47
Cambridge Review of International Affairs	0955-7571	1474-449X	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	2.492	Q2	1.03
Frontiers in Public Health	N/A	2296-2565	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	6.461	Q1	1.30
Progress in Community Health Partnerships-Research Education and Action	1557-0541	1557-055X	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.284	Q4	0.37
Politics and Religion	1755-0483	1755-0491	POLITICAL SCIENCE - SSCI	1.733	Q3	2.48
International Insolvency Review	1180-0518	1099-1107	BUSINESS, FINANCE - SSCI$LAW - SSCI	0.646	Q4	0.53
Applied Spatial Analysis and Policy	1874-463X	1874-4621	ENVIRONMENTAL STUDIES - SSCI$GEOGRAPHY - SSCI$REGIONAL & URBAN PLANNING - SSCI	2.043	Q3	0.59
JOURNAL OF PIDGIN AND CREOLE LANGUAGES	0920-9034	1569-9870	LINGUISTICS - SSCI	0.737	Q3	0.46
Revija za Kriminalistiko in Kriminologijo	0034-690X	N/A	CRIMINOLOGY & PENOLOGY - SSCI	0.490	Q4	0.19
Annual Review of Applied Linguistics	0267-1905	1471-6356	LINGUISTICS - SSCI	3.870	Q1	2.81
TEACHING SOCIOLOGY	0092-055X	1939-862X	EDUCATION & EDUCATIONAL RESEARCH - SSCI$SOCIOLOGY - SSCI	1.860	Q3	0.72
THEORY CULTURE & SOCIETY	0263-2764	1460-3616	CULTURAL STUDIES - SSCI	2.517	Q1	2.54
HUMAN RIGHTS QUARTERLY	0275-0392	1085-794X	POLITICAL SCIENCE - SSCI$SOCIAL ISSUES - SSCI	0.985	Q4	0.58
Asia-Pacific Journal of Financial Studies	2041-9945	2041-6156	BUSINESS, FINANCE - SSCI	1.463	Q4	0.51
ANNALS OF TOURISM RESEARCH	0160-7383	1873-7722	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$SOCIOLOGY - SSCI	12.853	Q1	3.33
Lex Localis-Journal of Local Self-Government	1581-5374	1855-363X	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI	0.660	Q4	0.27
Land	N/A	2073-445X	ENVIRONMENTAL STUDIES - SSCI	3.905	Q2	0.83
Revista de Geografia Norte Grande	0379-8682	0718-3402	GEOGRAPHY - SSCI	0.731	Q4	0.14
COMPUTATIONAL LINGUISTICS	0891-2017	1530-9312	LINGUISTICS - SSCI	7.778	Q1	2.51
MEMORY	0965-8211	1464-0686	PSYCHOLOGY, EXPERIMENTAL - SSCI	2.519	Q3	0.64
LANGUAGE LEARNING	0023-8333	1467-9922	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	5.240	Q1	2.44
Mediterranean Historical Review	0951-8967	1743-940X	HISTORY - SSCI	0.095	Q4	0.48
Urban Design International	1357-5317	1468-4519	REGIONAL & URBAN PLANNING - SSCI$URBAN STUDIES - SSCI	1.862	Q4	1.58
JOURNAL OF PERSONALITY	0022-3506	1467-6494	PSYCHOLOGY, SOCIAL - SSCI	5.429	Q1	1.56
Australian Journal of Anthropology	1035-8811	1757-6547	ANTHROPOLOGY - SSCI	0.844	Q4	0.43
GERONTOLOGIST	0016-9013	1758-5341	GERONTOLOGY - SSCI	5.422	Q1	1.47
Psychological Science in the Public Interest	1529-1006	1539-6053	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	56.200	Q1	11.44
SECURITY DIALOGUE	0967-0106	1460-3640	INTERNATIONAL RELATIONS - SSCI	3.279	Q1	1.72
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY	1537-4416	1537-4424	PSYCHOLOGY, CLINICAL - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	5.077	Q1	1.51
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA	1056-4993	1558-0490	PSYCHIATRY - SSCI	3.019	Q3	0.65
LINGUISTIC INQUIRY	0024-3892	1530-9150	LINGUISTICS - SSCI	1.549	Q2	1.40
Trauma Violence & Abuse	1524-8380	1552-8324	CRIMINOLOGY & PENOLOGY - SSCI$FAMILY STUDIES - SSCI$SOCIAL WORK - SSCI	6.595	Q1	1.81
ACADEMY OF MANAGEMENT REVIEW	0363-7425	1930-3807	BUSINESS - SSCI$MANAGEMENT - SSCI	13.865	Q1	2.65
CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA	0008-4840	1754-7121	PUBLIC ADMINISTRATION - SSCI	0.984	Q4	0.36
Applied Psychology-Health and Well Being	1758-0846	1758-0854	PSYCHOLOGY, APPLIED - SSCI	7.521	Q1	1.88
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS	0895-5638	1573-045X	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI$URBAN STUDIES - SSCI	1.480	Q3	0.53
AIBR-Revista de Antropologia Iberoamericana	1695-9752	1578-9705	ANTHROPOLOGY - SSCI	0.537	Q4	0.18
SOCIOLOGICAL FORUM	0884-8971	1573-7861	SOCIOLOGY - SSCI	1.867	Q3	0.82
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS	0169-8141	1872-8219	ERGONOMICS - SSCI	2.884	Q3	0.63
Sport Exercise and Performance Psychology	2157-3905	2157-3913	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$PSYCHOLOGY, APPLIED - SSCI	2.857	Q3	0.99
SCANDINAVIAN JOURNAL OF ECONOMICS	0347-0520	1467-9442	ECONOMICS - SSCI	1.109	Q4	0.51
JOURNAL OF AGING AND PHYSICAL ACTIVITY	1063-8652	1543-267X	GERONTOLOGY - SSCI	2.109	Q3	0.55
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS	0959-6801	1461-7129	INDUSTRIAL RELATIONS & LABOR - SSCI	1.968	Q3	1.20
PSYCHIATRIC ANNALS	0048-5713	1938-2456	PSYCHIATRY - SSCI	0.638	Q4	0.12
UNIVERSITY OF PITTSBURGH LAW REVIEW	0041-9915	1942-8405	LAW - SSCI	0.107	Q4	0.12
Digital Health	2055-2076	2055-2076	HEALTH POLICY & SERVICES - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.687	Q1	1.07
English Teaching-Practice and Critique	1175-8708	1175-8708	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	0.862	Q3	0.64
JOURNAL OF PEACE RESEARCH	0022-3433	1460-3578	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	3.713	Q1	1.87
JOURNAL OF CLINICAL NURSING	0962-1067	1365-2702	NURSING - SSCI	4.423	Q1	1.62
SYSTEMIC PRACTICE AND ACTION RESEARCH	1094-429X	1573-9295	MANAGEMENT - SSCI	1.267	Q4	0.35
JOURNAL OF GERONTOLOGICAL SOCIAL WORK	1540-4048	0163-4372	GERONTOLOGY - SSCI$SOCIAL WORK - SSCI	3.608	Q1	0.80
ARCTIC ANTHROPOLOGY	0066-6939	1933-8139	ANTHROPOLOGY - SSCI	1.211	Q3	0.52
Asian Economic Policy Review	1832-8105	1748-3131	ECONOMICS - SSCI	3.000	Q2	1.37
STUDIES IN LANGUAGE	0378-4177	1569-9978	LINGUISTICS - SSCI	0.392	Q4	0.47
Geriatric Nursing	0197-4572	1528-3984	GERONTOLOGY - SSCI$NURSING - SSCI	2.525	Q2	0.79
PUBLIC ADMINISTRATION AND DEVELOPMENT	0271-2075	1099-162X	DEVELOPMENT STUDIES - SSCI$PUBLIC ADMINISTRATION - SSCI	1.900	Q3	0.65
Criminology & Public Policy	1538-6473	1745-9133	CRIMINOLOGY & PENOLOGY - SSCI	5.085	Q1	1.94
APPLIED MEASUREMENT IN EDUCATION	0895-7347	1532-4818	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, EDUCATIONAL - SSCI$PSYCHOLOGY, MATHEMATICAL - SSCI	1.528	Q3	0.58
CENTAURUS	0008-8994	1600-0498	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	1.198	Q2	1.01
SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION	0379-9069	N/A	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	0.450	Q4	0.24
Travail Genre et Societes	1294-6303	1294-6303	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI$WOMENS STUDIES - SSCI	0.214	Q4	0.06
Economic Systems	0939-3625	1878-5433	ECONOMICS - SSCI	2.310	Q2	0.94
JOURNAL OF ACCOUNTING RESEARCH	0021-8456	1475-679X	BUSINESS, FINANCE - SSCI	4.446	Q1	1.80
COGNITIVE THERAPY AND RESEARCH	0147-5916	1573-2819	PSYCHOLOGY, CLINICAL - SSCI	3.091	Q3	0.77
WORK AND OCCUPATIONS	0730-8884	1552-8464	INDUSTRIAL RELATIONS & LABOR - SSCI$SOCIOLOGY - SSCI	2.410	Q2	1.60
JOURNAL OF INTERNATIONAL BUSINESS STUDIES	0047-2506	1478-6990	BUSINESS - SSCI$MANAGEMENT - SSCI	11.103	Q1	2.16
ECONOMIC HISTORY REVIEW	0013-0117	1468-0289	ECONOMICS - SSCI$HISTORY - SSCI$HISTORY OF SOCIAL SCIENCES - SSCI	2.487	Q1	3.25
Linguistica Antverpiensia New Series-Themes in Translation Studies	2295-5739	2295-5739	LINGUISTICS - SSCI	0.880	Q3	0.75
JOURNAL OF FAMILY PSYCHOLOGY	0893-3200	1939-1293	FAMILY STUDIES - SSCI$PSYCHOLOGY, CLINICAL - SSCI	3.302	Q1	1.07
International Journal of Multilingualism	1479-0718	1747-7530	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	2.260	Q1	1.82
MODERN CHINA	0097-7004	1552-6836	AREA STUDIES - SSCI	0.750	Q3	1.10
Cognition Technology & Work	1435-5558	1435-5566	ERGONOMICS - SSCI	2.818	Q3	0.56
SCIENTIST	0890-3670	1547-0806	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	1.717	Q3	0.01
Cultural Studies-Critical Methodologies	1532-7086	1552-356X	CULTURAL STUDIES - SSCI	0.683	Q3	0.78
Palliative & Supportive Care	1478-9515	1478-9523	HEALTH POLICY & SERVICES - SSCI	3.733	Q2	1.12
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS	1460-8545	1468-2370	BUSINESS - SSCI$MANAGEMENT - SSCI	8.958	Q1	1.94
Journal of Beliefs & Values-Studies in Religion & Education	1361-7672	1469-9362	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.724	Q4	1.83
Economic Research-Ekonomska Istrazivanja	1331-677X	1848-9664	ECONOMICS - SSCI	3.080	Q2	1.06
International Journal of Qualitative Methods	1609-4069	1609-4069	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	4.828	Q1	2.02
Tourism Review	1660-5373	1759-8451	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	7.689	Q1	1.58
SOCIAL POLICY & ADMINISTRATION	0144-5596	1467-9515	DEVELOPMENT STUDIES - SSCI$PUBLIC ADMINISTRATION - SSCI$SOCIAL ISSUES - SSCI$SOCIAL WORK - SSCI	2.283	Q2	1.05
AIDS EDUCATION AND PREVENTION	0899-9546	1943-2755	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.920	Q3	0.78
PROFESSIONAL GEOGRAPHER	0033-0124	1467-9272	GEOGRAPHY - SSCI	2.411	Q3	0.74
Extractive Industries and Society-An International Journal	2214-790X	2214-7918	ENVIRONMENTAL STUDIES - SSCI	3.808	Q2	0.80
Interpreter and Translator Trainer	1750-399X	1757-0417	LINGUISTICS - SSCI	1.222	Q3	1.26
CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE	0318-6431	0318-6431	SOCIOLOGY - SSCI	1.233	Q3	0.55
Parallax	1353-4645	1460-700X	CULTURAL STUDIES - SSCI	0.283	Q4	0.53
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY	1747-0218	1747-0226	PSYCHOLOGY, EXPERIMENTAL - SSCI	2.138	Q3	0.67
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING	0167-8116	1873-8001	BUSINESS - SSCI	8.047	Q1	1.26
Transport Policy	0967-070X	1879-310X	ECONOMICS - SSCI$TRANSPORTATION - SSCI	6.173	Q1	1.69
BEHAVIORAL DISORDERS	0198-7429	2163-5307	EDUCATION, SPECIAL - SSCI$PSYCHOLOGY, CLINICAL - SSCI$PSYCHOLOGY, EDUCATIONAL - SSCI	3.164	Q1	0.94
International Journal of Health Geographics	1476-072X	1476-072X	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	5.310	Q1	1.04
IMF Economic Review	2041-4161	2041-417X	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	2.489	Q2	0.90
JOURNAL OF ECONOMIC GEOGRAPHY	1468-2702	1468-2710	ECONOMICS - SSCI$GEOGRAPHY - SSCI	5.117	Q1	1.71
PSYCHOLOGICAL ASSESSMENT	1040-3590	1939-134X	PSYCHOLOGY, CLINICAL - SSCI	6.083	Q1	1.64
JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS	1076-9986	1935-1054	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, MATHEMATICAL - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.116	Q2	0.74
Qualitative Social Work	1473-3250	1741-3117	SOCIAL WORK - SSCI	1.691	Q4	0.84
International Journal of Lean Six Sigma	2040-4166	2040-4174	MANAGEMENT - SSCI	5.686	Q2	0.88
INSURANCE MATHEMATICS & ECONOMICS	0167-6687	1873-5959	ECONOMICS - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	2.168	Q2	0.80
HEALTH & SOCIAL CARE IN THE COMMUNITY	0966-0410	1365-2524	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SOCIAL WORK - SSCI	2.395	Q2	0.79
COGNITIVE LINGUISTICS	0936-5907	1613-3641	LINGUISTICS - SSCI	1.796	Q2	1.20
Problemy Ekorozwoju	1895-6912	N/A	ENVIRONMENTAL STUDIES - SSCI	0.864	Q4	0.25
CAMBRIDGE JOURNAL OF ECONOMICS	0309-166X	1464-3545	ECONOMICS - SSCI	2.273	Q2	0.87
SOCIAL COGNITION	0278-016X	N/A	PSYCHOLOGY, SOCIAL - SSCI	1.636	Q4	0.49
PATTERNS OF PREJUDICE	0031-322X	1461-7331	ETHNIC STUDIES - SSCI	1.434	Q4	2.25
Environmental Innovation and Societal Transitions	2210-4224	2210-4232	ENVIRONMENTAL STUDIES - SSCI	9.377	Q1	1.80
Young	1103-3088	1741-3222	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI$SOCIOLOGY - SSCI	1.342	Q3	0.70
SYSTEM	0346-251X	1879-3282	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	4.518	Q1	2.22
Australian Critical Care	1036-7314	1878-1721	NURSING - SSCI	3.265	Q1	1.07
Advances in Experimental Social Psychology	0065-2601	1557-8410	PSYCHOLOGY, EXPERIMENTAL - SSCI$PSYCHOLOGY, SOCIAL - SSCI	7.263	Q1	2.32
International Journal of Press-Politics	1940-1612	1940-1620	COMMUNICATION - SSCI$POLITICAL SCIENCE - SSCI	4.495	Q1	2.25
AMERICAN JOURNAL OF EDUCATION	0195-6744	1549-6511	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.027	Q2	1.22
FAMILY PROCESS	0014-7370	1545-5300	FAMILY STUDIES - SSCI$PSYCHOLOGY, CLINICAL - SSCI	4.319	Q1	1.35
Gender in Management	1754-2413	1754-2421	BUSINESS - SSCI$MANAGEMENT - SSCI$WOMENS STUDIES - SSCI	3.337	Q1	0.92
THEORY AND SOCIETY	0304-2421	1573-7853	SOCIOLOGY - SSCI	3.226	Q1	1.18
JOURNAL OF EDUCATIONAL RESEARCH	0022-0671	1940-0675	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.670	Q4	1.01
Journal of Renal Care	1755-6678	1755-6686	NURSING - SSCI	1.585	Q3	0.58
Health Sociology Review	1446-1242	1839-3551	HEALTH POLICY & SERVICES - SSCI$SOCIOLOGY - SSCI	2.850	Q2	0.99
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY	0167-8760	1872-7697	PSYCHOLOGY, BIOLOGICAL - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	2.903	Q2	0.79
TOPICS IN GERIATRIC REHABILITATION	0882-7524	1550-2414	GERONTOLOGY - SSCI$REHABILITATION - SSCI	0.827	Q4	0.22
ECONOMIC POLICY	0266-4658	1468-0327	ECONOMICS - SSCI	3.844	Q1	1.12
URBAN EDUCATION	0042-0859	1552-8340	EDUCATION & EDUCATIONAL RESEARCH - SSCI$URBAN STUDIES - SSCI	2.684	Q2	1.45
INTERNATIONAL REGIONAL SCIENCE REVIEW	0160-0176	1552-6925	ENVIRONMENTAL STUDIES - SSCI$REGIONAL & URBAN PLANNING - SSCI$URBAN STUDIES - SSCI	1.971	Q4	0.57
JOURNAL OF MACROECONOMICS	0164-0704	1873-152X	ECONOMICS - SSCI	1.556	Q3	0.58
TECHNOVATION	0166-4972	1879-2383	MANAGEMENT - SSCI	11.373	Q1	2.30
ICSID Review-Foreign Investment Law Journal	0258-3690	2049-1999	LAW - SSCI	0.976	Q3	0.84
Pacific Focus	1225-4657	1976-5118	AREA STUDIES - SSCI$INTERNATIONAL RELATIONS - SSCI	0.600	Q4	0.43
Rural and Remote Health	1445-6354	N/A	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.733	Q3	0.43
Labour History	0023-6942	1839-3039	HISTORY - SSCI$INDUSTRIAL RELATIONS & LABOR - SSCI	0.121	Q4	0.21
WASHINGTON LAW REVIEW	0043-0617	N/A	LAW - SSCI	0.890	Q3	1.11
REVIEW OF INCOME AND WEALTH	0034-6586	1475-4991	ECONOMICS - SSCI	1.902	Q3	0.74
LIBRARY JOURNAL	0363-0277	N/A	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.558	Q4	0.03
ZEITSCHRIFT FUR PADAGOGIK	0044-3247	N/A	EDUCATION & EDUCATIONAL RESEARCH - SSCI	0.482	Q4	0.15
RESEARCH ON AGING	0164-0275	1552-7573	GERONTOLOGY - SSCI	2.388	Q3	0.74
SEXUALITY AND DISABILITY	0146-1044	1573-6717	REHABILITATION - SSCI	1.899	Q3	0.67
KINDHEIT UND ENTWICKLUNG	0942-5403	2190-6246	PSYCHOLOGY, DEVELOPMENTAL - SSCI	0.491	Q4	0.30
EXPERIMENTAL PSYCHOLOGY	1618-3169	2190-5142	PSYCHOLOGY, EXPERIMENTAL - SSCI	1.667	Q4	0.40
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH	0735-6331	1541-4140	EDUCATION & EDUCATIONAL RESEARCH - SSCI	4.345	Q1	2.20
INFANCY	1525-0008	1532-7078	PSYCHOLOGY, DEVELOPMENTAL - SSCI	2.459	Q3	0.63
CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH	0907-5682	1461-7013	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	1.802	Q3	1.13
WESTERN JOURNAL OF NURSING RESEARCH	0193-9459	1552-8456	NURSING - SSCI	1.774	Q3	0.94
Romanian Journal of Economic Forecasting	1582-6163	2537-6071	ECONOMICS - SSCI	0.963	Q4	0.34
Annual Review of Organizational Psychology and Organizational Behavior	2327-0608	2327-0616	MANAGEMENT - SSCI$PSYCHOLOGY, APPLIED - SSCI	12.553	Q1	0.66
Strategic Entrepreneurship Journal	1932-4391	1932-443X	BUSINESS - SSCI$MANAGEMENT - SSCI	5.761	Q2	1.86
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS	1187-7863	1573-322X	ETHICS - SSCI	2.367	Q2	0.83
EVOLUTION AND HUMAN BEHAVIOR	1090-5138	1879-0607	PSYCHOLOGY, BIOLOGICAL - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	5.327	Q1	1.53
Parenting-Science and Practice	1529-5192	1532-7922	FAMILY STUDIES - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	1.585	Q3	0.65
INTERNASJONAL POLITIKK	0020-577X	1891-1757	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	0.231	Q4	0.11
CONSCIOUSNESS AND COGNITION	1053-8100	1090-2376	PSYCHOLOGY, EXPERIMENTAL - SSCI	2.728	Q2	0.69
European Journal of Cultural Studies	1367-5494	1460-3551	CULTURAL STUDIES - SSCI	2.099	Q1	2.03
BEHAVIOUR CHANGE	0813-4839	2049-7768	PSYCHOLOGY, CLINICAL - SSCI	1.355	Q4	0.32
Diachronica	0176-4225	1569-9714	LINGUISTICS - SSCI	0.655	Q4	0.60
HEALTH SERVICES RESEARCH	0017-9124	1475-6773	HEALTH POLICY & SERVICES - SSCI	3.734	Q1	1.11
Behavioral Sciences	N/A	2076-328X	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.286	Q3	0.72
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS	0002-9092	1467-8276	ECONOMICS - SSCI	3.757	Q2	1.58
German History	0266-3554	1477-089X	HISTORY - SSCI	0.295	Q4	0.84
School Mental Health	1866-2625	1866-2633	PSYCHOLOGY, DEVELOPMENTAL - SSCI$PSYCHOLOGY, EDUCATIONAL - SSCI	3.325	Q2	0.82
Journal of the American Psychiatric Nurses Association	1078-3903	1532-5725	NURSING - SSCI$PSYCHIATRY - SSCI	2.056	Q3	0.68
JOURNAL OF INDUSTRIAL ECONOMICS	0022-1821	1467-6451	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	1.054	Q4	0.34
Policy Studies	0144-2872	1470-1006	PUBLIC ADMINISTRATION - SSCI	2.152	Q3	0.73
Kinesiology	1331-1441	1848-638X	REHABILITATION - SSCI	1.101	Q4	0.47
Families Relationships and Societies	2046-7435	2046-7443	FAMILY STUDIES - SSCI	0.981	Q4	0.45
ARCHIVES EUROPEENNES DE SOCIOLOGIE	0003-9756	1474-0583	SOCIOLOGY - SSCI	0.870	Q4	0.53
JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY	0278-4165	1090-2686	ANTHROPOLOGY - SSCI	2.312	Q1	1.60
Intercultural Pragmatics	1612-295X	1613-365X	LINGUISTICS - SSCI	1.923	Q2	1.48
Sociologus	0038-0377	1865-5106	ANTHROPOLOGY - SSCI$SOCIOLOGY - SSCI	0.429	Q4	0.34
Planning Theory	1473-0952	1741-3052	REGIONAL & URBAN PLANNING - SSCI	3.627	Q2	0.85
JOURNAL OF MEDIA ECONOMICS	0899-7764	1532-7736	COMMUNICATION - SSCI$ECONOMICS - SSCI	N/A	N/A	0.17
Minnesota Symposia on Child Psychology	0076-9266	2329-5805	PSYCHOLOGY, DEVELOPMENTAL - SSCI	N/A	N/A	0.02
CURRENT OPINION IN PSYCHIATRY	0951-7367	1473-6578	PSYCHIATRY - SSCI	4.787	Q2	0.60
Journal of Consumer Culture	1469-5405	1741-2900	CULTURAL STUDIES - SSCI$SOCIOLOGY - SSCI	2.390	Q1	2.00
PSYCHOLOGY CRIME & LAW	1068-316X	1477-2744	CRIMINOLOGY & PENOLOGY - SSCI$LAW - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.752	Q2	1.02
GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS	0952-1895	1468-0491	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI	3.220	Q1	1.43
ECONOMIST-NETHERLANDS	0013-063X	1572-9982	ECONOMICS - SSCI	1.533	Q3	0.40
INTERNATIONAL INTERACTIONS	0305-0629	1547-7444	INTERNATIONAL RELATIONS - SSCI	1.226	Q3	0.64
Teachers and Teaching	1354-0602	1470-1278	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.143	Q2	1.56
CHINA QUARTERLY	0305-7410	1468-2648	AREA STUDIES - SSCI	2.231	Q1	2.84
Economics of Transportation	2212-0122	2212-0130	ECONOMICS - SSCI$TRANSPORTATION - SSCI	2.829	Q2	0.71
Literacy	1741-4350	1741-4369	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	1.778	Q2	1.45
Oral History Review	0094-0798	1533-8592	HISTORY - SSCI	1.000	Q1	1.38
Leiden Journal of International Law	0922-1565	1478-9698	LAW - SSCI	1.588	Q2	1.91
Journal of Financial Econometrics	1479-8409	1479-8417	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	3.976	Q1	1.44
Qualitative Research in Sport Exercise and Health	2159-676X	2159-6778	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$PSYCHOLOGY, APPLIED - SSCI	7.591	Q1	1.50
Journal of Asian Public Policy	1751-6234	1751-6242	AREA STUDIES - SSCI	1.591	Q2	2.04
Workplace Health & Safety	2165-0799	2165-0969	NURSING - SSCI	2.338	Q2	1.01
MILBANK QUARTERLY	0887-378X	1468-0009	HEALTH POLICY & SERVICES - SSCI	6.237	Q1	1.86
International Journal of Central Banking	1815-4654	1815-7556	BUSINESS, FINANCE - SSCI	1.429	Q4	0.54
International Journal of Mental Health Systems	1752-4458	1752-4458	PSYCHIATRY - SSCI	3.463	Q2	0.72
OMEGA-JOURNAL OF DEATH AND DYING	0030-2228	1541-3764	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.602	Q2	0.62
SCANDINAVIAN POLITICAL STUDIES	0080-6757	1467-9477	POLITICAL SCIENCE - SSCI	0.978	Q4	0.47
Current Psychiatry Reports	1523-3812	1535-1645	PSYCHIATRY - SSCI	8.081	Q1	0.78
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY	0261-510X	2044-835X	PSYCHOLOGY, DEVELOPMENTAL - SSCI	2.148	Q3	0.65
INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION	0957-7572	1573-1804	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.781	Q3	0.88
Asian Studies Review	1035-7823	1467-8403	AREA STUDIES - SSCI$CULTURAL STUDIES - SSCI	1.278	Q2	2.17
Managerial Auditing Journal	0268-6902	1758-7735	BUSINESS, FINANCE - SSCI$MANAGEMENT - SSCI	2.388	Q3	0.70
Current Issues in Language Planning	1466-4208	1747-7506	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	2.030	Q2	1.59
INTERNATIONAL MIGRATION REVIEW	0197-9183	1747-7379	DEMOGRAPHY - SSCI	3.960	Q2	1.69
